english,phonetic
aerodrome,ˈɛrəˌdroʊm
aerodynamic,ˌɛroʊdaɪˈnæmɪk
aerodynamicist,ˌɛroʊdaɪˈnæmɪsɪst
aerodynamics,ˌɛroʊdaɪˈnæmɪks
aerodyne,ˈɛrəˌdaɪn
aeronautic,ˌɛroʊˈnɑtək
aeronautical,ˌɛroʊˈnɑtəkəl
aeronautically,ˌɛroʊˈnɑtəkəli
aeronautics,ˌɛrəˈnɔtɪks
Aerosol,ˈɛrəˌsɑl
aerosol,ˈɛrəˌsɑl
aerostat,ˈɛroʊˌstæt
aes,eɪz
aesthete,ˈɛsθit
aesthetic,ɛˈsθɛtɪk
aesthetically,ɛˈsθɛtɪkli
aestheticism,ɛˈsθɛtɪkɪz(ə)m
aestheticist,ɛˈsθɛtɪkɪst
aesthetics,ɛˈsθɛtɪks
Afar,əˈfɑr
afar,əˈfɑr
affability,ˌæfəˈbɪlɪti
affable,ˈæfəbəl
affableness,ˈæfəbəlnəs
affably,ˈæfəbli
affair,əˈfɛr
affect,əˈfɛkt
affectable,əˈfɛktəbl
affectation,ˌæfɛkˈteɪʃən
affectationist,ˌæfɛkˈteɪʃənɪst
affected,əˈfɛktəd
affectedly,əˈfɛktədli
affectedness,əˈfɛktədnəs
affecter,əˈfɛktər
affectibility,əˌfɛktɪˈbɪlɪti
affecting,əˈfɛktɪŋ
affectingly,əˈfɛktɪŋli
affection,əˈfɛkʃən
affectional,əˈfɛkʃən(ə)l
affectionally,əˈfɛkʃən(ə)li
affectionate,əˈfɛkʃənət
affectionately,əˈfɛkʃənətli
affectionateness,əˈfɛkʃənətnəs
affectioned,əˈfɛkʃənd
affective,əˈfɛktɪv
affectively,əˈfɛktɪvli
afferent,ˈæfərənt
affiant,ˈæfiənt
affidavit,ˌæfəˈdeɪvət
affiliate,əˈfɪliˌeɪt
affiliation,əˌfɪliˈeɪʃən
affine,əˈfaɪn
affined,əˈfaɪnd
affinely,əˈfaɪnli
affinity,əˈfɪnəti
affirm,əˈfɜrm
affirmable,əˈfɜrməbl
affirmation,ˌæfərˈmeɪʃən
affirmative,əˈfɜrmətɪv
affirmatively,əˈfɜrmətɪvli
affirmer,əˈfɜrmər
affirmingly,əˈfɜrmɪŋli
affix,ˈæfɪks
affixer,ˈæfɪksər
afflict,əˈflɪkt
afflicted,əˈflɪktəd
afflictedness,əˈflɪktədnəs
afflicter,əˈflɪktər
afflicting,əˈflɪktɪŋ
afflictingly,əˈflɪktɪŋli
affliction,əˈflɪkʃən
afflictionless,əˈflɪkʃənləs
affluence,ˈæfluəns
affluent,ˈæfluənt
affluently,ˈæfluəntli
affluentness,ˈæfluəntnəs
afford,əˈfɔrd
affordable,əˈfɔrdəbəl
affricate,ˈæfrəkət
affricated,ˈæfrəkətɪd
affrication,ˌæfrəˈkeɪʃən
affront,əˈfrʌnt
affronted,əˈfrʌntɪd
affrontedly,əˈfrʌntɪdli
affrontedness,əˈfrʌntɪdnəs
affronter,əˈfrʌntər
affronting,əˈfrʌntɪŋ
affrontingly,əˈfrʌntɪŋli
affrontingness,əˈfrʌntɪŋnəs
affrontment,əˈfrʌntmənt
Afghan,ˈæfˌgæn
afghani,æfˈgɑni
afield,əˈfild
afire,əˈfaɪr
aflame,əˈfleɪm
afloat,əˈfloʊt
aflutter,əˈflʌtər
afoot,əˈfʊt
aforesaid,əˈfɔrˌsɛd
aforethought,əˈfɔrˌθɑt
afoul,əˈfaʊl
afraid,əˈfreɪd
afraidness,əˈfreɪdnəs
afresh,əˈfrɛʃ
African,ˈæfrəkən
Africanism,ˈæfrəkənɪz(ə)m
Africanist,ˈæfrɪkənɪst
Africanize,ˈæfrəkəˌnaɪz
Afridi,əˈfridi
Afrikaans,ˌæfrəˈkɑnz
Afrikaner,ˌæfrəˈkɑnər
Afshar,ˈæfʃər
aft,æft
after,ˈæftər
afterburner,ˈæftərˌbɜrnər
aftereffect,ˈæftərəˌfɛkt
afterglow,ˈæftərˌgloʊ
afterhours,ˈæftərˌhaʊɜrz
afterimage,ˈæftəˌrɪmɪʤ
afterings,ˈæftərɪŋz
afterlife,ˈæftərˌlaɪf
aftermath,ˈæftərˌmæθ
afternoon,ˌæftərˈnun
afternoons,ˌæftərˈnunz
aftership,ˈæftərʃɪp
aftershock,ˈæftərˌʃɑk
aftertaste,ˈæftərˌteɪst
afterthought,ˈæftərˌθɑt
afterthoughted,ˈæftərˌθɑtɪd
afterward,ˈæftɜrwɜrd
afterwards,ˈæftɜrwɜrdz
aga,ˈɑgə
again,əˈgɛn
against,əˈgɛnst
Agamemnon,ˌægəˈmɛmˌnɑn
agape,əˈgeɪp
agar,ˈeɪgər
agarwal,ˈɑgɑrwɑl
agasp,əˈgæsp
agate,ˈægət
Agatha,ˈægəθə
Agawam,ˈægəˌwɑm
age,eɪʤ
aged,eɪʤd
agedly,ˈeɪʤdli
agedness,ˈeɪʤdnəs
agee,ˈeɪˈʤi
ageless,ˈeɪʤləs
agelessness,ˈeɪʤləsnəs
agency,ˈeɪʤənsi
agenda,əˈʤɛndə
agent,ˈeɪʤənt
agentship,ˈeɪʤəntʃɪp
ager,ˈeɪʤər
Ageratum,əˈʤɛrətəm
agger,ˈægər
Aggie,ˈægi
agglomerate,əˈglɑməˌreɪt
agglomerated,əˈglɑməˌreɪtɪd
agglomeration,əˌglɑməˈreɪʃən
agglomerator,əˈglɑməˌreɪtər
agglutinate,əˈglutɪˌneɪt
agglutinator,əˈglutɪˌneɪtər
aggrandizable,əˈgrænˌdaɪzəbl
aggrandize,əˈgrænˌdaɪz
aggrandizement,ˈægrənˌdaɪzmənt
aggrandizer,əˈgrænˌdaɪzər
aggravate,ˈægrəˌveɪt
aggravating,ˈægrəˌveɪtɪŋ
aggravatingly,ˈægrəˌveɪtɪŋli
aggravation,ˌægrəˈveɪʃən
aggravator,ˈægrəˌveɪtər
aggregate,ˈægrɪgɪt
aggregately,ˈægrɪgɪtli
aggregateness,ˈægrɪgɪtnəs
aggregator,ˈægrɪgeɪtər
aggress,əˈgrɛs
aggression,əˈgrɛʃən
aggressionist,əˈgrɛʃənɪst
aggressive,əˈgrɛsɪv
aggressively,əˈgrɛsɪvli
aggressiveness,əˈgrɛsɪvnəs
aggressor,əˈgrɛsər
aggrieve,əˈgriv
aggrieved,əˈgrivd
aggrievedly,əˈgrivdli
aggrievedness,əˈgrivdnəs
aggrievement,əˈgrivmənt
aghast,əˈgæst
aghastness,əˈgæstnəs
agile,ˈæʤəl
agilely,ˈæʤəli
agileness,ˈæʤəlnəs
agility,əˈʤɪləti
aging,ˈeɪʤɪŋ
agist,ˈeɪʤɪst
agitate,ˈæʤəˌteɪt
agitatedly,ˈæʤəˌteɪtədli
agitation,ˌæʤəˈteɪʃən
agitational,ˌæʤəˈteɪʃən(ə)l
agitationist,ˌæʤəˈteɪʃənɪst
agitator,ˈæʤəˌteɪtər
agitprop,ˈæʤətˌprɔp
agleam,əˈglim
aglitter,əˈglɪtər
aglow,əˈgloʊ
Agnes,ˈægnɪs
agnostic,ægˈnɑstɪk
agnostically,ægˈnɑstɪk(ə)li
agnosticism,ægˈnɑstɪkɪz(ə)m
ago,əˈgoʊ
agog,əˈgɑg
agonied,ˈægənid
agonist,ˈægənɪst
agonize,ˈægəˌnaɪz
agonizedly,ˈægəˌnaɪzdli
agonizer,ˈægəˌnaɪzər
agonizingly,ˈægənaɪzɪŋli
agony,ˈægəni
agora,ˈægərə
agoraphobia,əˌgɔrəˈfoʊbiə
Agra,ˈægrə
agrarian,əˈgrɛriən
agrarianism,əˈgrɛriəˌnɪzəm
agrarianly,əˈgrɛriənli
agree,əˈgri
agreeability,əˌgriəˈbɪlɪti
agreeable,əˈgriəbəl
agreeableness,əˈgriəbəlnəs
agreeably,əˈgriəbəli
agreed,əˈgrid
agreeing,əˈgriɪŋ
agreeingly,əˈgriɪŋli
agreement,əˈgrimənt
agreer,əˈgrɪər
agricole,ˈægrɪˌkoʊl
agricolist,ˈægrɪˌkoʊlɪst
agricultural,ˌægrəˈkʌlʧərəl
agriculturalist,ˌægrəˈkʌlʧərələst
agriculturally,ˌægrɪˈkʌlʧərəli
agriculture,ˈægrɪˌkʌlʧər
agriculturer,ˈægrɪˌkʌlʧərər
agriculturist,ˈægrɪˌkʌlʧərɪst
agronomist,əˈgrɑnəmɪst
aground,əˈgraʊnd
agua,ˈɑgwə
aguacate,ˈægwəˌkeɪt
Ah,ɑ
ah,ɑ
aha,ˌɑˈhɑ
ahead,əˈhɛd
ahluwalia,əluˈɑljə
ahmadi,ɑˈmɑdi
Ahmed,ˈɑməd
aho,ˈɑhoʊ
ahoy,əˈhɔɪ
ai,aɪ
aid,eɪd
aidable,ˈeɪdəbl
aide,eɪd
Aidenn,ˈeɪˈdɛn
aider,ˈeɪdər
Aides,eɪdz
aidful,ˈeɪdf(ə)l
aidless,ˈeɪdləs
ail,eɪl
Aileen,aɪˈlin
aileron,ˈeɪləˌrɑn
ailing,ˈeɪlɪŋ
ailment,ˈeɪlmənt
aim,eɪm
Aimee,ˈeɪˈmi
aimer,ˈeɪmər
aimful,ˈeɪmf(ə)l
aimfully,ˈeɪmf(ə)li
aiming,ˈeɪmɪŋ
aimless,ˈeɪmləs
aimlessly,ˈeɪmləsli
aimlessness,ˈeɪmləsnəs
air,ɛr
airable,ˈɛrəbl
aircraft,ˈɛrˌkræft
aircrew,ˈɛrˌkru
airdrop,ˈɛrdrɑp
Airedale,ˈɛrˌdeɪl
airedale,ˈɛrˌdeɪl
airer,ˈɛrər
airfield,ˈɛrˌfild
airfoil,ˈɛrˌfɔɪl
airframe,ˈɛrˌfreɪm
airfreight,ˈɛrˌfreɪt
airfreighter,ˈɛrˌfreɪtər
airhead,ˈɛrˌhɛd
airily,ˈɛrɪli
airiness,ˈɛrɪnəs
airing,ˈɛrɪŋ
airish,ˈɛrɪʃ
airless,ˈɛrləs
airlift,ˈɛrˌlɪft
airliner,ˈɛrˌlaɪnər
airmail,ˈɛrˌmeɪl
airman,ˈɛrmən
airmanship,ˈɛrmənʃɪp
airplane,ˈɛrˌpleɪn
airplanist,ˈɛrˌpleɪnɪst
airport,ˈɛrˌpɔrt
airship,ˈɛrˌʃɪp
airstrip,ˈɛrˌstrɪp
airtight,ˈɛrˌtaɪt
airtightly,ˈɛrˌtaɪtli
airtightness,ˈɛrˌtaɪtnəs
airway,ˈɛrˌweɪ
airworthiness,ˈɛrˌwɜrðinəs
airworthy,ˈɛrˌwɜrði
airy,ˈɛri
aisle,aɪl
aisled,aɪld
aisleless,ˈaɪləs
aisling,ˈeɪslɪŋ
Aissor,ˈaɪzər
Aix,ɛks
ajar,əˈʤɑr
Aka,ˈɑkə
aka,ˈɑkə
Akali,əˈkɑli
ake,eɪk
akey,əˈki
akimbo,əˈkɪmˌboʊ
akin,əˈkɪn
Akkadian,əˈkeɪdiən
Al,æl
al,æl
ala,ˈeɪlə
Alabama,ˌæləˈbæmə
Alabaman,ˌæləˈbæmən
alabaster,ˈæləˌbæstər
alacrity,əˈlækrəti
Aladdin,əˈlædɪn
Alain,əˈleɪn
alameda,ˌæləˈmidə
alamo,ˈæləmoʊ
Alan,ˈælən
alan,ˈælən
aland,ˈælənd
Alans,ˈælənz
alar,ˈeɪˌlɑr
alares,ˈeɪˌlɑrz
Alaric,ˈælərɪk
alarm,əˈlɑrm
alarmable,əˈlɑrməbl
alarmed,əˈlɑrmd
alarmedly,əˈlɑrmdli
alarming,əˈlɑrmɪŋ
alarmingly,əˈlɑrmɪŋli
alarmism,əˈlɑrmɪz(ə)m
alarmist,əˈlɑrməst
alas,əˈlæs
Alaska,əˈlæskə
Alaskan,əˈlæskən
Alastair,ˈæləˌstɛr
Alaster,ˈæləstər
alba,ˈælbə
albacore,ˈælbəˌkɔr
Alban,ˈɑlbən
alban,ˈɑlbən
Albania,ælˈbeɪniə
Albanian,ælˈbeɪniən
Albany,ˈɔlbəni
albatross,ˈælbəˌtrɑs
albee,əlˈbi
albeit,ɔlˈbiɪt
Albert,ˈælbɜrt
Alberta,ælˈbɜrtə
Albertina,ɑlbərˈtinə
Albertine,ˈælbərˌtin
Albertist,ˈælbɜrtɪst
Alberto,ælˈbɜrtoʊ
Albin,ˈælbɪn
albiness,ˈɔlbɪnəs
albinism,ˈælbɪnɪz(ə)m
albino,ælˈbaɪˌnoʊ
albinoism,ælˈbaɪˌnoʊɪz(ə)m
Albion,ˈælbiən
Albrecht,ˈɔlˌbrɛkt
Albright,ˈɔlˌbraɪt
album,ˈælbəm
albumin,ælˈbjumən
albus,ˈælbəs
Alcantara,ɑlkɑnˈtɑrə
alcazar,ˈɑlkəˌzɑr
alchemically,ælˈkɛməkli
alchemist,ˈælʧəmɪst
alchemy,ˈælkəmi
alco,ˈælkoʊ
alcohol,ˈælkəˌhɑl
alcoholic,ˌælkəˈhɑlɪk
alcoholically,ˌælkəˈhɑlɪk(ə)li
alcoholism,ˈælkəˌhɔˌlɪzəm
alcoholist,ˈælkəˌhɑlɪst
alcove,ˈælˌkoʊv
Aldebaran,ælˈdɛbərən
alder,ˈɔldər
alderman,ˈɔldɜrmən
aldermanly,ˈɔldɜrmənli
aldermanship,ˈɔldɜrmənʃɪp
Aldus,ˈɑldɪs
ale,eɪl
aleatory,ˈeɪliəˌtɔri
alec,ˈælɪk
alehouse,ˈeɪlˌhaʊs
Alejandro,ɑleɪˈjɑndroʊ
alem,əˈlɛm
Alemannish,ˈeɪlmənɪʃ
aleph,ˈɑləf
alephs,ˈɑləfs
alert,əˈlɜrt
alertly,əˈlɜrtli
alertness,əˈlɜrtnəs
Alethea,ˌæləˈθiə
Aleutian,əˈluʃən
alewife,ˈeɪlˌwaɪf
Alex,ˈæləks
Alexander,ˌæləgˈzændər
alexanders,ˌælɪgˈzændɜrz
Alexandra,ˌælɛgˈzændrə
Alexandrine,ˌæləgˈzændrin
Alexas,əˈlɛksəz
Alexia,əˈlɛksiə
alexia,əˈlɛksiə
Alexis,əˈlɛksɪs
Alf,ælf
alf,ælf
alfa,ˈælfə
alfalfa,ˌælˈfælfə
alfonsin,ˌælˈfɑnsɪn
alfonso,ˌælˈfɑnsoʊ
Alfred,ˈælfrəd
algae,ˈælʤi
algal,ˈælgəl
algebra,ˈælʤəbrə
algebraic,ˌælʤəˈbreɪɪk
algebraically,ˌælʤəˈbreɪɪkli
algebraist,ˈælʤəbrəɪst
Algerian,ælˈʤɪriən
Algernon,ˈælʤɜrnɑn
algist,ˈælʤɪst
Algol,ˈælgɑl
Algonquian,ælˈgɑŋkiən
Algonquin,ælˈgɑŋkwɪn
algorithm,ˈælgəˌrɪðəm
Algy,ˈælʤi
Alhambra,ælˈhæmbrə
alias,ˈeɪliəs
alibi,ˈæləˌbaɪ
alibility,eɪlɪˈbɪlɪti
Alice,ˈæləs
Alicia,əˈlɪʃə
Alida,ɑˈlidə
alien,ˈeɪliən
alienability,ˌeɪliənəˈbɪlɪti
alienable,ˈeɪliənəbl
alienate,ˈeɪljəˌneɪt
alienation,ˌeɪliəˈneɪʃən
alienator,ˈeɪljəˌneɪtər
aliener,ˈeɪliənər
alienism,ˈeɪliənɪz(ə)m
alienist,ˈeɪliənɪst
alienor,ˈeɪliənər
alienship,ˈeɪliənʃɪp
alight,əˈlaɪt
align,əˈlaɪn
aligner,əˈlaɪnər
alignment,əˈlaɪnmənt
alike,əˈlaɪk
alikeness,əˈlaɪknəs
alima,ɑˈlimə
aliment,ˈɑlɪmənt
alimentariness,ˌæləˈmɛntərɪnəs
alimentary,ˌæləˈmɛntəri
alimonied,ˈæləˌmoʊnid
alimony,ˈæləˌmoʊni
Aline,əˈlaɪn
alish,ˈeɪlɪʃ
Alison,ˈælɪsən
alison,ˈælɪsən
alist,ˈeɪlɪst
Alister,ˈælɪstər
alive,əˈlaɪv
aliveness,əˈlaɪvnəs
Alix,ˈælɪks
aliyah,əˈliə
alkahest,ˈælkəˌhɛst
alkali,ˈælkəˌlaɪ
alkaline,ˈælkəˌlaɪn
alkalinity,ˌælkəˈlɪnəti
alkaloid,ˈælkəˌlɔɪd
alkaloidal,ælkəˈlɔɪdəl
alkene,ˈælˌkin
alkermes,ɑlˈkɜrmiz
all,ɔl
Allah,ˈɑlə
Allan,ˈælən
allan,ˈælən
allay,əˈleɪ
allayer,əˈleɪər
allayment,əˈleɪmənt
allegation,ˌæləˈgeɪʃən
allege,əˈlɛʤ
allegeable,əˈlɛʤəbl
allegedly,əˈlɛʤədli
allegement,əˈlɛʤmənt
alleger,əˈlɛʤər
Allegheny,ˌæləˈgeɪni
allegiance,əˈliʤəns
allegorical,ˌæləˈgɔrəkəl
allegorically,ˌæləˈgɔrəkəli
allegoricalness,ˌæləˈgɔrəkəlnəs
allegorist,ˈæləˌgɔrɪst
allegory,ˈæləˌgɔri
allegro,əˈlɛˌgroʊ
allele,əˈlɛli
allelic,əˈlɛlɪk
allelism,əˈlɛlɪɪz(ə)m
allemand,ˈælɪmənd
Allen,ˈælən
allene,ˈæˌlin
aller,ˈɔlər
allergen,ˈælɜrʤən
allergic,əˈlɜrʤɪk
allergist,ˈælɜrʤəst
allergy,ˈælɜrʤi
alleviate,əˈliviˌeɪt
alleviatingly,əˈliviˌeɪtɪŋli
alleviation,əˌliviˈeɪʃən
alleviator,əˈliviˌeɪtər
alley,ˈæli
alleyed,ˈælid
alleyway,ˈæliˌweɪ
allgood,ˈɔlˌgʊd
alliable,ˈælɪəbl
alliance,əˈlaɪəns
alliancer,əˈlaɪənsər
Allie,ˈæli
allied,əˈlaɪd
Allies,ˈælaɪz
allies,ˈælaɪz
alligator,ˈæləˌgeɪtər
alligatored,ˈæləˌgeɪtərd
alliteration,əˈlɪtəˌreɪʃən
alliterational,əˈlɪtəˌreɪʃən(ə)l
alliterationist,əˈlɪtəˌreɪʃənɪst
alliterative,əˈlɪtərətɪv
alliteratively,əˈlɪtərətɪvli
alliterativeness,əˈlɪtərətɪvnəs
allocatable,ˈæləˌkeɪtəbl
allocate,ˈæləˌkeɪt
allocation,ˌæləˈkeɪʃən
allocator,ˈæləˌkeɪtər
allograph,ˈæləˌgræf
allomorph,ˈæləmɔrf
allomorphism,ˈæləmɔrfɪz(ə)m
allophone,ˈæləˌfoʊn
allot,əˈlɑt
allotment,əˈlɑtmənt
allotrope,ˈæləˌtroʊp
allotropism,ˈæləˌtroʊpɪz(ə)m
allottable,əˈlɑtəbl
allotter,əˈlɑtər
allow,əˈlaʊ
allowable,əˈlaʊəbəl
allowableness,əˈlaʊəbəlnəs
allowably,əˈlaʊəbəli
allowance,əˈlaʊəns
allowedly,əˈlaʊdli
allower,əˈlaʊər
alloy,ˈælɔɪ
allspice,ˈɔlˌspaɪs
allude,əˈlud
allure,əˈlʊr
allurement,əˈlʊrmənt
allurer,əˈlʊrər
alluring,əˈlʊrɪŋ
alluringly,əˈlʊrɪŋli
alluringness,əˈlʊrɪŋnəs
allusion,əˈluʒən
allusive,əˈlusɪv
allusively,əˈlusɪvli
allusiveness,əˈlusɪvnəs
alluvial,ˌæˈluviəl
alluvium,ˌæˈluviəm
Ally,ˈælaɪ
ally,ˈælaɪ
Alma,ˈɑlmə
alma,ˈɑlmə
Alman,ˈælmən
almanac,ˈɑlməˌnæk
almightily,ɔlˈmaɪtɪli
almightiness,ɔlˈmaɪtɪnəs
almighty,ɔlˈmaɪti
Almira,ɑlˈmɪrə
Almon,ˈɑlmən
almon,ˈɑlmən
almond,ˈɑmənd
almoner,ˈɑlmənər
almonership,ˈɑlmənərʃɪp
almost,ˈɔlˌmoʊst
alms,ɑlmz
almsful,ˈɑlmzf(ə)l
aloe,ˈæˌloʊ
aloed,ˈæˌloʊd
aloft,əˈlɔft
Alois,ɑˈlɔɪs
alone,əˈloʊn
aloneness,əˈloʊnəs
along,əˈlɔŋ
alongside,əˈlɔŋˈsaɪd
Alonso,əˈlɑnsoʊ
Alonzo,əˈlɑnzoʊ
aloof,əˈluf
aloofly,əˈlufli
aloofness,əˈlufnəs
aloud,əˈlaʊd
Aloysia,ɑˈlɔɪsiə
Aloysius,ˌæloʊˈɪʃɪs
alpaca,ælˈpækə
alpha,ˈælfə
alphabet,ˈælfəˌbɛt
alphabetic,ˌælfəˈbɛtɪk
alphabetical,ˌælfəˈbɛtɪkəl
alphabetically,ˌælfəˈbɛtɪkli
alphabetics,ˌælfəˈbɛtɪks
alphabetism,ˈælfəˌbɛtɪz(ə)m
alphabetist,ˈælfəˌbɛtɪst
alphabetization,ˌælfəˌbɛtəˈzeɪʃən
alphabetize,ˈælfəbəˌtaɪz
alphabetizer,ˈælfəbəˌtaɪzər
Alphonse,ælˈfɑnz
Alphonsine,əlˈfɑnsin
Alphonsism,ælˈfɑnzɪz(ə)m
Alphonso,ælˈfɑnsoʊ
Alpine,ˈælˌpaɪn
alpine,ˈælˌpaɪn
alpinely,ˈælˌpaɪnli
Alpinism,ˈælˌpaɪnɪz(ə)m
Alpinist,ˈælˌpaɪnɪst
alreadiness,ɔlˈrɛdɪnəs
already,ɔlˈrɛdi
alright,ˌɔlˈraɪt
Alsatian,ælˈseɪʃən
also,ˈɔlsoʊ
alt,ɑlt
Altaic,ælˈteɪɪk
Altair,ɑlˈtɛr
Altamira,ˌɑltɑˈmɪrə
altar,ˈɔltər
altared,ˈɔltərd
altarist,ˈɔltərɪst
altarpiece,ˈɔltərˌpis
alter,ˈɔltər
alterability,ˌɔltərəˈbɪlɪti
alterable,ˈɔltərəbl
alteration,ˌɔltəˈreɪʃən
altercation,ˌɑltərˈkeɪʃən
alterer,ˈɔltərər
alternate,ˈɔltɜrnət
alternately,ˈɔltɜrnətli
alternateness,ˈɔltɜrnətnəs
alternating,ˈɔltərˌneɪtɪŋ
alternatingly,ˈɔltərˌneɪtɪŋli
alternation,ˈɔltərˌneɪʃən
alternationist,ˈɔltərˌneɪʃənɪst
alternative,ɔlˈtɜrnətɪv
alternatively,ɔlˈtɜrnətɪvli
alternativeness,ɔlˈtɜrnətɪvnəs
alternator,ˈɔltərˌneɪtər
Althea,ælˈθiə
althea,ælˈθiə
although,ˌɔlˈðoʊ
altimeter,ælˈtɪmətər
altimetry,ælˈtɪmətri
altiplano,ˌæltəˈplɑˌnoʊ
altitude,ˈæltəˌtud
alto,ˈæltoʊ
altogether,ˌɔltəˈgɛðər
altogetherness,ˌɔltəˈgɛðərnəs
altruism,ˈæltruˌɪzəm
altruistic,ˌɔltruˈɪstɪk
altruistically,ˌɔltruˈɪstɪk(ə)li
alum,ˈæləm
alumina,əˈlumənə
aluminium,əˈlumɪnəm
aluminize,əˈluməˌnaɪz
aluminosilicate,əˌlumənoʊˈsɪləˌkeɪt
aluminum,əˈlumənəm
alumish,ˈæləmɪʃ
alumna,əˈlʌmnə
alumnae,əˈlʌmˌneɪ
alumni,əˈlʌmˌnaɪ
alumnus,əˈlʌmnəs
Alvah,ælˈvɑ
Alvan,ˈælvən
alveolar,ælˈviələr
alveoli,ælˈviəˌlaɪ
Alvin,ˈælvɪn
Alvina,ælˈvaɪnə
alvite,ˈælˌvaɪt
always,ˈɔlˌweɪz
aly,ˈeɪli
am,æm
Amabel,ˈæməˌbɛl
amability,eɪməˈbɪlɪti
amadou,ˈæməˌdu
amalgam,əˈmælgəm
amalgamable,əˈmælgəməbl
amalgamate,əˈmælgəˌmeɪt
amalgamation,əˌmælgəˈmeɪʃən
amalgamationist,əˌmælgəˈmeɪʃənɪst
amalgamator,əˈmælgəˌmeɪtər
amalgamist,əˈmælgəmɪst
Amalings,əˈmɑlɪŋz
Amanda,əˈmændə
Amanist,ˈɑmənɪst
amar,əˈmɑr
Amara,ɑˈmɑrə
amaranth,ˈæməˌrænθ
amarillo,ˌæməˈrɪloʊ
amarin,ˈæmərɪn
Amaryllis,ˌæməˈrɪləs
amass,əˈmæs
amassable,əˈmæsəbl
amasser,əˈmæsər
amassment,əˈmæsmənt
amateur,ˈæməˌtɜr
amateurish,ˈæməʧərɪʃ
amateurishly,ˈæməʧərɪʃli
amateurishness,ˈæməʧərɪʃnəs
amateurism,ˈæməʧərɪzəm
amateurship,ˈæməˌtɜrʃɪp
Amati,əˈmɑti
amaze,əˈmeɪz
amazed,əˈmeɪzd
amazedly,əˈmeɪzdli
amazedness,əˈmeɪzdnəs
amazeful,əˈmeɪzf(ə)l
amazement,əˈmeɪzmənt
amazing,əˈmeɪzɪŋ
amazingly,əˈmeɪzɪŋli
Amazon,ˈæməˌzɑn
Amazonian,ˌæməˈzoʊniən
Amazonism,ˈæməˌzɑnɪz(ə)m
ambassador,æmˈbæsədər
ambassadorial,æmˌbæsəˈdɔriəl
ambassadorially,æmˌbæsəˈdɔriəli
ambassadorship,æmˈbæsədərˌʃɪp
ambassadress,æmˈbæsədrəs
amber,ˈæmbər
ambergris,ˈæmbɜrgrɪs
ambery,ˈæmbəri
ambidextrous,ˌæmbəˈdɛkstrəs
ambidextrously,ˌæmbəˈdɛkstrəsli
ambidextrousness,ˌæmbəˈdɛkstrəsnəs
ambience,ˈæmbiəns
ambient,ˈæmbiənt
ambiguity,ˌæmbɪˈgjuəti
ambiguous,æmˈbɪgjuəs
ambiguously,æmˈbɪgjuəsli
ambiguousness,æmˈbɪgjuəsnəs
ambition,æmˈbɪʃən
ambitionist,æmˈbɪʃənɪst
ambitionless,æmˈbɪʃənləs
ambitionlessly,æmˈbɪʃənləsli
ambitious,æmˈbɪʃəs
ambitiously,æmˈbɪʃəsli
ambitiousness,æmˈbɪʃəsnəs
ambivalence,æmˈbɪvələns
ambivalent,æmˈbɪvələnt
amble,ˈæmbəl
ambler,ˈæmblər
ambling,ˈæmbəlɪŋ
amblingly,ˈæmbəlɪŋli
Ambrose,ˈæmˌbroʊz
ambrose,ˈæmˌbroʊz
ambrosia,æmˈbroʊʒə
ambrosial,æmˈbroʊʒəl
ambrosially,æmˈbroʊʒəli
Ambrosian,æmˈbroʊzən
ambrosian,æmˈbroʊzən
ambrosine,ɑmbroʊˈsini
Ambrosio,ˌæmˈbroʊsioʊ
ambulance,ˈæmbjələns
ambulancer,ˈæmbjələnsər
ambulatory,ˈæmbjələˌtɔri
ambush,ˈæmˌbʊʃ
ambusher,ˈæmˌbʊʃər
ambushment,ˈæmˌbʊʃmənt
ame,eɪm
ameed,eɪmd
ameen,əˈmin
Amelia,əˈmiljə
amelia,əˈmiljə
ameliorate,əˈmiljəˌreɪt
amelioration,əˌmiljəˈreɪʃən
ameliorator,əˈmiljəˌreɪtər
Amen,eɪˈmɛn
amen,eɪˈmɛn
amenability,əˌmɛnəˈbɪlɪti
amenable,əˈmɛnəbəl
amenableness,əˈmɛnəbəlnəs
amenably,əˈmɛnəbəli
amend,əˈmɛnd
amendable,əˈmɛndəbəl
amendableness,əˈmɛndəbəlnəs
amender,əˈmɛndər
amendment,əˈmɛndmənt
amends,əˈmɛndz
Amenism,eɪˈmɛnɪz(ə)m
amenity,əˈmɛnəti
ament,ˈæmɪnt
America,əˈmɛrəkə
American,əˈmɛrəkən
Americana,əˌmɛrəˈkænə
Americanism,əˈmɛrɪkəˌnɪzəm
Americanist,əˈmɛrəkənɪst
Americanization,əˌmɛrəkənəˈzeɪʃən
Americanize,əˈmɛrəkəˌnaɪz
Americanizer,əˈmɛrəkəˌnaɪzər
Americanly,əˈmɛrəkənli
Amerindian,ˌæməˈrɪndiən
amerism,ˈeɪmərɪz(ə)m
amethyst,ˈæmɪθɪst
Amex,ˈæˌmɛks
Ami,ˈɑmi
ami,ˈɑmi
amiability,ˌeɪmiəˈbɪləti
amiable,ˈeɪmiəbəl
amiableness,ˈeɪmiəbəlnəs
amiably,ˈeɪmiəbli
amicability,ˌæmɪkəˈbɪlɪti
amicable,ˈæmɪkəbəl
amicableness,ˈæmɪkəbəlnəs
amicably,ˈæmɪkəbli
amid,əˈmɪd
